Invoice No.,Invoice Date,Invoice Total ($),Discount ($),Net Amount ($),Payment No,Payment Date,PO No.,RA No.,GST $,HST $,QST $
'INV-27676,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943175481,,102.45,0.00,0.00
'INV-27700,03/27/2025,1723.25,0.00,1723.25,004 00028053772025,05/01/2025,'008943183866,,0.00,198.25,0.00
'INV-27687,03/27/2025,1723.25,0.00,1723.25,004 00028053772025,05/01/2025,'008943177791,,0.00,198.25,0.00
'INV-27703,03/27/2025,1723.25,0.00,1723.25,004 00028053772025,05/01/2025,'008943183570,,0.00,198.25,0.00
'INV-27689,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943178189,,0.00,266.37,0.00
'INV-27670,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943174273,,0.00,266.37,0.00
'INV-27699,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943183536,,102.45,0.00,0.00
'INV-27704,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943185009,,102.45,0.00,0.00
'INV-27697,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943182307,,102.45,0.00,0.00
'INV-27656,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943168839,,102.45,0.00,0.00
'INV-27650,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943168124,,102.45,0.00,0.00
'INV-27680,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943176083,,102.45,0.00,0.00
'INV-27671,03/27/2025,3446.50,0.00,3446.50,004 00028053772025,05/01/2025,'008943174770,,0.00,396.50,0.00
'INV-27695,03/27/2025,1753.75,0.00,1753.75,004 00028053772025,05/01/2025,'008943180601,,0.00,228.75,0.00
'INV-27713,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943186417,,102.45,0.00,0.00
'INV-27683,03/27/2025,2356.35,0.00,2356.35,004 00028053772025,05/01/2025,'008943177017,,0.00,307.35,0.00
'INV-27709,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943185741,,102.45,0.00,0.00
'INV-27681,03/27/2025,4302.90,0.00,4302.90,004 00028053772025,05/01/2025,'008943176238,,204.90,0.00,0.00
'INV-27694,03/27/2025,4712.70,0.00,4712.70,004 00028053772025,05/01/2025,'008943180569,,0.00,614.70,0.00
'INV-27715,03/27/2025,4302.90,0.00,4302.90,004 00028053772025,05/01/2025,'008943186667,,204.90,0.00,0.00
'INV-27663,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943170365,,76.25,0.00,0.00
'INV-27711,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943186318,,76.25,0.00,0.00
'INV-27714,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943186549,,76.25,0.00,0.00
'INV-27606,03/26/2025,2151.45,0.00,2151.45,004 00027977882025,04/30/2025,'008943161633,,102.45,0.00,0.00
'INV-27607,03/26/2025,2151.45,0.00,2151.45,004 00027977882025,04/30/2025,'008943161687,,102.45,0.00,0.00
'INV-27604,03/26/2025,2151.45,0.00,2151.45,004 00027977882025,04/30/2025,'008943160705,,102.45,0.00,0.00
'INV-27623,03/26/2025,2151.45,0.00,2151.45,004 00027977882025,04/30/2025,'008943164172,,102.45,0.00,0.00
'INV-27589,03/26/2025,3202.50,0.00,3202.50,004 00027977882025,04/30/2025,'008943157134,,152.50,0.00,0.00
'INV-27620,03/26/2025,2151.45,0.00,2151.45,004 00027977882025,04/30/2025,'008943163821,,102.45,0.00,0.00
'INV-27619,03/26/2025,1723.25,0.00,1723.25,004 00027977882025,04/30/2025,'008943163858,,0.00,198.25,0.00
'INV-27628,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943165595,,0.00,266.37,0.00
'INV-27603,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943160483,,0.00,266.37,0.00
'INV-27611,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943162881,,0.00,266.37,0.00
'INV-27621,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943163820,,0.00,266.37,0.00
'INV-27588,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943156794,,76.25,0.00,0.00
'INV-27622,03/26/2025,3202.50,0.00,3202.50,004 00027977882025,04/30/2025,'008943163813,,152.50,0.00,0.00
'INV-27584,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943156223,,76.25,0.00,0.00
'INV-27601,03/26/2025,3202.50,0.00,3202.50,004 00027977882025,04/30/2025,'008943160400,,152.50,0.00,0.00
'INV-27618,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943163800,,76.25,0.00,0.00
'INV-27587,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943156493,,76.25,0.00,0.00
'INV-27518,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943159830,,0.00,266.37,0.00
'INV-27602,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943160394,,0.00,266.37,0.00
'INV-27617,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943163513,,76.25,0.00,0.00
'INV-27583,03/26/2025,2315.37,0.00,2315.37,004 00027977882025,04/30/2025,'008943156196,,0.00,266.37,0.00
'INV-27629,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943165776,,76.25,0.00,0.00
'INV-27642,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943167520,,76.25,0.00,0.00
'INV-27643,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943167533,,76.25,0.00,0.00
'INV-27637,03/26/2025,1601.25,0.00,1601.25,004 00027977882025,04/30/2025,'008943166558,,76.25,0.00,0.00
'INV-27548,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943144936,,0.00,266.37,0.00
'INV-27539,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943140237,,0.00,266.37,0.00
'INV-27541,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943140745,,0.00,266.37,0.00
'INV-27542,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943141922,,0.00,266.37,0.00
'INV-27582,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943156093,,0.00,266.37,0.00
'INV-27522,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943134059,,0.00,266.37,0.00
'INV-27559,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943147748,,0.00,266.37,0.00
'INV-27562,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943150213,,0.00,266.37,0.00
'INV-27527,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943135593,,0.00,266.37,0.00
'INV-27573,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943153583,,0.00,266.37,0.00
'INV-27497,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943121162,,0.00,198.25,0.00
'INV-27537,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943140061,,0.00,198.25,0.00
'INV-27557,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943147293,,0.00,198.25,0.00
'INV-27513,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943129489,,0.00,198.25,0.00
'INV-27501,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943126017,,102.45,0.00,0.00
'INV-27523,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943134212,,102.45,0.00,0.00
'INV-27571,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943153004,,102.45,0.00,0.00
'INV-27561,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943149739,,102.45,0.00,0.00
'INV-27504,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943126918,,102.45,0.00,0.00
'INV-27543,03/25/2025,3202.50,0.00,3202.50,004 00027897332025,04/29/2025,'008943141893,,152.50,0.00,0.00
'INV-27500,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943125272,,0.00,266.37,0.00
'INV-27503,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943126756,,102.45,0.00,0.00
'INV-27506,03/25/2025,3202.50,0.00,3202.50,004 00027897332025,04/29/2025,'008943127100,,152.50,0.00,0.00
'INV-27533,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943138632,,102.45,0.00,0.00
'INV-27531,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943138431,,102.45,0.00,0.00
'INV-27529,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943137599,,102.45,0.00,0.00
'INV-27525,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943135142,,102.45,0.00,0.00
'INV-27511,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943129226,,102.45,0.00,0.00
'INV-27530,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943138291,,76.25,0.00,0.00
'INV-27563,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943150456,,76.25,0.00,0.00
'INV-27552,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943146547,,76.25,0.00,0.00
'INV-27538,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943140168,,76.25,0.00,0.00
'INV-27532,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943138704,,76.25,0.00,0.00
'INV-27516,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943130695,,76.25,0.00,0.00
'INV-27535,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943139271,,102.45,0.00,0.00
'INV-27508,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943127781,,102.45,0.00,0.00
'INV-27519,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943132793,,102.45,0.00,0.00
'INV-27546,03/25/2025,3446.50,0.00,3446.50,004 00027897332025,04/29/2025,'008943143037,,0.00,396.50,0.00
'INV-27556,03/25/2025,2356.35,0.00,2356.35,004 00027897332025,04/29/2025,'008943146872,,0.00,307.35,0.00
'INV-27505,03/25/2025,4302.90,0.00,4302.90,004 00027897332025,04/29/2025,'008943127073,,204.90,0.00,0.00
'INV-27564,03/25/2025,4630.74,0.00,4630.74,004 00027897332025,04/29/2025,'008943151020,,0.00,532.74,0.00
'INV-27555,03/25/2025,1753.75,0.00,1753.75,004 00027897332025,04/29/2025,'008943146864,,0.00,228.75,0.00
'INV-27526,03/25/2025,5169.75,0.00,5169.75,004 00027897332025,04/29/2025,'008943135146,,0.00,594.75,0.00
'INV-27577,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943154760,,102.45,0.00,0.00
'INV-27554,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943146827,,0.00,266.37,0.00
'INV-27536,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943139903,,0.00,266.37,0.00
'INV-27545,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943142116,,0.00,266.37,0.00
'INV-27521,03/25/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943133932,,0.00,266.37,0.00
'INV-27544,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943142042,,0.00,198.25,0.00
'INV-27578,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943154985,,0.00,198.25,0.00
'INV-27514,03/25/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943130300,,0.00,198.25,0.00
'INV-27540,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943140520,,102.45,0.00,0.00
'INV-27528,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943136414,,102.45,0.00,0.00
'RV002530627270,03/25/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'002530627270,'627270,-80.250,0.00,0.00
'INV-27499,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943124206,,102.45,0.00,0.00
'INV-27512,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943129268,,102.45,0.00,0.00
'INV-27549,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943145040,,102.45,0.00,0.00
'INV-27547,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943144499,,102.45,0.00,0.00
'INV-27534,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943138606,,102.45,0.00,0.00
'INV-27517,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943131944,,102.45,0.00,0.00
'RV010920297493,03/25/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'010920297493,'297493,-106.620,0.00,0.00
'INV-27558,03/25/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943147515,,76.25,0.00,0.00
'INV-27550,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943145345,,102.45,0.00,0.00
'INV-27553,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943146681,,102.45,0.00,0.00
'INV-27551,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943145907,,102.45,0.00,0.00
'INV-27510,03/25/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943129069,,102.45,0.00,0.00
'INV-27491,03/24/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943119185,,102.45,0.00,0.00
'INV-27494,03/24/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943119876,,102.45,0.00,0.00
'INV-27495,03/24/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943120164,,0.00,266.37,0.00
'6517893699,03/24/2025,-25000.0,0.00,-25000.0,004 00027897332025,04/29/2025,'0005547099,,0.00,0.00,0.00
'RV010690271713,03/24/2025,-1808.580,0.00,-1808.580,004 00027897332025,04/29/2025,'010690271713,'271713,-80.250,0.00,0.00
'INV-27496,03/24/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943120709,,0.00,266.37,0.00
'RV001510741150,03/24/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'001510741150,'741150,-80.250,0.00,0.00
'6517893698,03/24/2025,-11520.0,0.00,-11520.0,004 00027897332025,04/29/2025,'0005547100,,0.00,0.00,0.00
'INV-27464,03/21/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943108936,,102.45,0.00,0.00
'INV-27467,03/21/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943111538,,0.00,266.37,0.00
'INV-27489,03/21/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943118460,,76.25,0.00,0.00
'INV-27474,03/21/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943114279,,76.25,0.00,0.00
'INV-27466,03/21/2025,3202.50,0.00,3202.50,004 00027897332025,04/29/2025,'008943110515,,152.50,0.00,0.00
'INV-27476,03/21/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943116004,,0.00,198.25,0.00
'INV-27486,03/21/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943117588,,0.00,198.25,0.00
'INV-27480,03/21/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943116451,,0.00,198.25,0.00
'INV-27460,03/21/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943108099,,0.00,198.25,0.00
'INV-27468,03/21/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943112140,,0.00,198.25,0.00
'INV-27465,03/21/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943109286,,76.25,0.00,0.00
'INV-27470,03/21/2025,3507.50,0.00,3507.50,004 00027897332025,04/29/2025,'008943112703,,0.00,457.50,0.00
'INV-27487,03/21/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943117821,,102.45,0.00,0.00
'INV-27473,03/21/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943113505,,102.45,0.00,0.00
'INV-27472,03/21/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943112796,,0.00,266.37,0.00
'INV-27463,03/21/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943108602,,0.00,266.37,0.00
'INV-27471,03/21/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943112792,,0.00,266.37,0.00
'INV-27462,03/21/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943108357,,0.00,266.37,0.00
'INV-27428,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943100227,,102.45,0.00,0.00
'INV-27406,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943094706,,102.45,0.00,0.00
'RV002590777742,03/20/2025,-1685.150,0.00,-1685.150,004 00025841522025,03/21/2025,'002590777742,'777742,-80.250,0.00,0.00
'INV-27424,03/20/2025,4630.74,0.00,4630.74,004 00027897332025,04/29/2025,'008943098429,,0.00,532.74,0.00
'INV-27410,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943095217,,102.45,0.00,0.00
'INV-27417,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943095899,,0.00,266.37,0.00
'INV-27432,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943102559,,102.45,0.00,0.00
'INV-27415,03/20/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943095814,,76.25,0.00,0.00
'INV-27420,03/20/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943096691,,76.25,0.00,0.00
'INV-27431,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943102562,,102.45,0.00,0.00
'INV-27449,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943105733,,102.45,0.00,0.00
'INV-27426,03/20/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943099774,,76.25,0.00,0.00
'INV-27450,03/20/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943105803,,76.25,0.00,0.00
'INV-27435,03/20/2025,3202.50,0.00,3202.50,004 00027897332025,04/29/2025,'008943103425,,152.50,0.00,0.00
'INV-27455,03/20/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943107071,,76.25,0.00,0.00
'INV-27456,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943107178,,102.45,0.00,0.00
'INV-27430,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943101047,,102.45,0.00,0.00
'INV-27443,03/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943104865,,102.45,0.00,0.00
'INV-27436,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943103495,,0.00,266.37,0.00
'INV-27458,03/20/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943105620,,0.00,198.25,0.00
'INV-27457,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943107159,,0.00,266.37,0.00
'INV-27459,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943107452,,0.00,266.37,0.00
'INV-27427,03/20/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943099944,,0.00,198.25,0.00
'INV-27442,03/20/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943104783,,0.00,198.25,0.00
'INV-27441,03/20/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943104550,,0.00,198.25,0.00
'INV-27416,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943095860,,0.00,266.37,0.00
'INV-27425,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943099192,,0.00,266.37,0.00
'INV-27433,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943102415,,0.00,266.37,0.00
'INV-27409,03/20/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943095092,,0.00,266.37,0.00
'INV-27364,03/19/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943083688,,76.25,0.00,0.00
'INV-27385,03/19/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943090668,,76.25,0.00,0.00
'INV-27381,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943089076,,0.00,266.37,0.00
'INV-27365,03/19/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943083989,,76.25,0.00,0.00
'INV-27397,03/19/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943093174,,76.25,0.00,0.00
'INV-27398,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943093175,,102.45,0.00,0.00
'INV-27380,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943088607,,102.45,0.00,0.00
'INV-27363,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943083700,,102.45,0.00,0.00
'INV-27348,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943080701,,102.45,0.00,0.00
'INV-27393,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943091667,,102.45,0.00,0.00
'INV-27355,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943081929,,102.45,0.00,0.00
'INV-27382,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943089179,,102.45,0.00,0.00
'INV-27399,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943093244,,102.45,0.00,0.00
'INV-27387,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943091089,,102.45,0.00,0.00
'INV-27357,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943082294,,102.45,0.00,0.00
'INV-27351,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943081359,,102.45,0.00,0.00
'INV-27356,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943082107,,102.45,0.00,0.00
'INV-27400,03/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943093248,,102.45,0.00,0.00
'INV-27394,03/19/2025,4302.90,0.00,4302.90,004 00027897332025,04/29/2025,'008943092193,,204.90,0.00,0.00
'INV-27386,03/19/2025,2356.35,0.00,2356.35,004 00027897332025,04/29/2025,'008943091060,,0.00,307.35,0.00
'INV-27388,03/19/2025,4302.90,0.00,4302.90,004 00027897332025,04/29/2025,'008943091188,,204.90,0.00,0.00
'INV-27373,03/19/2025,1753.75,0.00,1753.75,004 00027897332025,04/29/2025,'008943085070,,0.00,228.75,0.00
'INV-27378,03/19/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943086629,,76.25,0.00,0.00
'INV-27344,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943079416,,0.00,266.37,0.00
'INV-27384,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943090502,,0.00,266.37,0.00
'INV-27367,03/19/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943084433,,0.00,198.25,0.00
'INV-27379,03/19/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943086961,,0.00,198.25,0.00
'INV-27401,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943093340,,0.00,266.37,0.00
'INV-27361,03/19/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943083457,,0.00,198.25,0.00
'INV-27377,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943085930,,0.00,266.37,0.00
'INV-27390,03/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943091454,,0.00,266.37,0.00
'INV-27303,03/17/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943041817,,0.00,266.37,0.00
'INV-27336,03/17/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943070624,,0.00,266.37,0.00
'INV-27310,03/17/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943056675,,0.00,198.25,0.00
'INV-27309,03/17/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943055397,,0.00,266.37,0.00
'INV-27313,03/17/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943065065,,102.45,0.00,0.00
'INV-27288,03/17/2025,2356.35,0.00,2356.35,004 00027897332025,04/29/2025,'008943026275,,0.00,307.35,0.00
'INV-27301,03/17/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943035556,,76.25,0.00,0.00
'INV-27304,03/17/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943042842,,76.25,0.00,0.00
'FD005440568939,03/14/2025,-104.270,0.00,-104.270,004 00027897332025,04/29/2025,'005440568939,,-4.970,0.00,0.00
'RV005440568939,03/14/2025,-2238.930,0.00,-2238.930,004 00025571422025,03/17/2025,'005440568939,'568939,-106.620,0.00,0.00
'INV-27256,03/13/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943005086,,102.45,0.00,0.00
'INV-27278,03/13/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943021876,,102.45,0.00,0.00
'INV-27254,03/13/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943004629,,102.45,0.00,0.00
'INV-27267,03/13/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943012104,,102.45,0.00,0.00
'INV-27275,03/13/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008943017506,,76.25,0.00,0.00
'INV-27257,03/13/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008943006308,,102.45,0.00,0.00
'INV-27255,03/13/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008943004831,,0.00,198.25,0.00
'INV-27273,03/13/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008943014032,,0.00,266.37,0.00
'RV002530624059,03/12/2025,-1683.660,0.00,-1683.660,004 00025571422025,03/17/2025,'002530624059,'624059,-80.170,0.00,0.00
'INV-27239,03/11/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942993266,,0.00,266.37,0.00
'INV-27237,03/11/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942991892,,102.45,0.00,0.00
'INV-27234,03/10/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008942989846,,0.00,198.25,0.00
'INV-27218,03/10/2025,1723.25,0.00,1723.25,004 00027897332025,04/29/2025,'008942977761,,0.00,198.25,0.00
